#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 12.480000 -1.286281 1.424625 8.341816
 12.500000 -0.994411 1.284681 5.960798
 12.520000 -1.058938 1.362449 6.545456
 12.540000 -0.974535 1.227120 5.778212
 12.560000 -0.929921 1.220208 5.367105
 12.580000 -1.138075 1.242233 7.230427
 12.600000 -1.232702 1.318939 7.972171
 12.620000 -1.241793 1.277899 8.037727
 12.640000 -1.393582 1.303291 8.946448
 12.660000 -1.456574 1.138465 9.206753
 12.680000 -1.555733 1.147772 9.464084
 12.700000 -1.430760 0.986414 9.109001
 12.720000 -1.453766 1.008903 9.196727
 12.740000 -1.372953 0.906018 8.845417
 12.760000 -1.649319 0.963260 9.534031
 12.780000 -1.535958 0.923551 9.427908
 12.800000 -1.477607 0.745922 9.277115
 12.820000 -1.469973 0.827484 9.252547
 12.840000 -1.186313 0.685585 7.621239
 12.860000 -1.180088 0.630339 7.572191
 12.880000 -1.032829 0.674825 6.310865
 12.900000 -1.054493 0.599222 6.505756
 12.920000 -1.213620 0.673840 7.831051
 12.940000 -1.428877 0.674314 9.101379
 12.960000 -1.326270 0.623940 8.589540
 12.980000 -1.458222 0.835643 9.212568
 13.000000 -1.340787 0.708636 8.673063
 13.020000 -1.503135 0.876052 10.131851
 13.040000 -1.451513 0.746003 9.987653
 13.060000 -1.535223 0.832398 10.192463
 13.080000 -1.475079 0.939769 10.060588
 13.100000 -1.411761 0.860757 9.837794
 13.120000 -1.330990 0.988541 9.432388
 13.140000 -1.282049 1.106952 9.124945
 13.160000 -1.272745 0.981002 9.061555
 13.180000 -1.173886 1.153386 8.301641
 13.200000 -1.344567 1.051663 9.509645
 13.220000 -1.211770 1.201407 8.610435
 13.240000 -1.243517 1.361983 8.852809
 13.260000 -1.163628 1.279860 8.214654
 13.280000 -1.214920 1.429186 8.635176
 13.300000 -1.354192 1.394266 9.562239
 13.320000 -1.319538 1.417584 9.364469
 13.340000 -1.418535 1.476536 9.865698
 13.360000 -1.269325 1.452296 9.037880
 13.380000 -1.360610 1.548567 9.596290
 13.400000 -1.329716 1.615687 9.424956
 13.420000 -1.457434 1.519667 10.007095
 13.440000 -1.433203 1.506781 9.922795
 13.460000 -1.399915 1.558309 9.786673
 13.480000 -1.346377 1.557361 9.519676
 13.500000 -1.287070 1.514957 9.158514
 13.520000 -1.301079 1.392457 9.249768
 13.540000 -1.277141 1.403892 9.091698
 13.560000 -1.214857 1.178734 8.634682
 13.580000 -1.155112 1.247256 8.141432
 13.600000 -1.219087 1.068710 8.667678
 13.620000 -1.256526 0.980923 8.947492
 13.640000 -1.280975 1.080959 9.117704
 13.660000 -1.312768 0.880565 9.323143
 13.680000 -1.330131 0.788026 9.427380
 13.700000 -1.554494 0.806795 10.218187
 13.720000 -1.487581 0.550319 10.094443
 13.740000 -1.515065 0.743967 10.156996
 13.760000 -1.236263 0.426826 8.798821
 13.780000 -1.430905 0.572313 9.914150
 13.800000 -1.377543 0.504850 9.682168
 13.820000 -1.308807 0.498886 9.298562
 13.840000 -1.215029 0.466317 8.636027
 13.860000 -1.106833 0.524484 7.710508
 13.880000 -1.125647 0.519009 7.881455
 13.900000 -1.086439 0.563254 7.521308
 13.920000 -1.109047 0.544770 7.730803
 13.940000 -1.290283 0.682601 9.179758
 13.960000 -1.534430 0.756839 10.191234
 13.980000 -1.496698 0.816597 10.117004
 14.000000 -1.584455 1.002300 10.242468
 14.020000 -1.501197 0.917813 10.879195
 14.040000 -1.568710 1.179037 10.992143
 14.060000 -1.589329 1.000995 11.004972
 14.080000 -1.412804 1.152113 10.566394
 14.100000 -1.347834 1.237326 10.220868
 14.120000 -1.439419 1.350878 10.680006
 14.140000 -1.389680 1.405039 10.454311
 14.160000 -1.243132 1.440624 9.477163
 14.180000 -1.185262 1.415100 8.980783
 14.200000 -1.009346 1.571866 7.217635
 14.220000 -1.005855 1.397363 7.180217
 14.240000 -1.096366 1.598100 8.126773
 14.260000 -0.817580 1.534371 5.153984
 14.280000 -1.008590 1.623748 7.209538
 14.300000 -1.060802 1.744299 7.761696
 14.320000 -1.179877 1.621841 8.931939
 14.340000 -1.288987 1.734896 9.829417
 14.360000 -1.354138 1.847090 10.258497
 14.380000 -1.215345 1.770075 9.245563
 14.400000 -1.383425 1.822657 10.421888
 14.420000 -1.517363 1.725488 10.916230
 14.440000 -1.416858 1.662003 10.584769
 14.460000 -1.598256 1.819279 11.007423
 14.480000 -1.465973 1.646600 10.776751
 14.500000 -1.579792 1.675254 11.000284
 14.520000 -1.804088 1.681212 10.576870
 14.540000 -1.753498 1.568632 10.763694
 14.560000 -1.608189 1.496548 11.007959
 14.580000 -1.812958 1.506224 10.539269
 14.600000 -1.706314 1.380023 10.892736
 14.620000 -1.637670 1.446876 10.996057
 14.640000 -1.652215 1.296317 10.982854
 14.660000 -1.388593 1.194278 10.448737
 14.680000 -1.316406 0.982493 10.020689
 14.700000 -1.376374 0.971620 10.384289
 14.720000 -1.030775 0.895991 7.446054
 14.740000 -0.911690 0.708186 6.160671
 14.760000 -1.191917 0.894367 9.040550
 14.780000 -1.275170 0.726802 9.727407
 14.800000 -1.461721 0.827985 10.762382
 14.820000 -1.389127 0.716535 10.451480
 14.840000 -1.457589 0.679081 10.748008
 14.860000 -1.594112 0.782644 11.006517
 14.880000 -1.457238 0.668351 10.746767
 14.900000 -1.218935 0.668156 9.276211
 14.920000 -1.289072 0.656152 9.830034
 14.940000 -1.354331 0.751874 10.259632
 14.960000 -1.241675 0.717166 9.465343
 14.980000 -1.299808 0.831327 9.906712
 15.000000 -1.180832 0.875804 8.940633
 15.020000 -1.323818 0.978153 10.848769
 15.040000 -1.406789 0.936280 11.278999
 15.060000 -1.381887 1.001030 11.167483
 15.080000 -1.338943 1.068302 10.939509
 15.100000 -1.351092 1.096856 11.008498
 15.120000 -1.476704 1.308220 11.508331
 15.140000 -1.472263 1.241345 11.497460
 15.160000 -1.449457 1.383971 11.433718
 15.180000 -1.490008 1.581591 11.537888
 15.200000 -1.394974 1.388089 11.228017
 15.220000 -1.326240 1.604442 10.863656
 15.240000 -1.131002 1.550270 9.273195
 15.260000 -1.074358 1.610118 8.692922
 15.280000 -0.861068 1.553322 6.295221
 15.300000 -0.959361 1.510761 7.421247
 15.320000 -1.074252 1.603975 8.691805
 15.340000 -1.177759 1.666918 9.718389
 15.360000 -1.333190 1.776935 10.905625
 15.380000 -1.441095 1.739260 11.407034
 15.400000 -1.515899 1.779391 11.582444
 15.420000 -1.652704 1.798882 11.540005
 15.440000 -1.622656 1.771829 11.588194
 15.460000 -1.615653 1.715558 11.596364
 15.480000 -1.845649 1.813202 10.777032
 15.500000 -1.685932 1.781356 11.462681
 15.520000 -1.686682 1.881016 11.460654
 15.540000 -1.586758 1.872357 11.617588
 15.560000 -1.707749 1.722037 11.398723
 15.580000 -1.744806 1.998025 11.267175
 15.600000 -1.869615 1.914354 10.635353
 15.620000 -1.664588 1.962019 11.515194
 15.640000 -1.441674 2.040501 11.408941
 15.660000 -1.808332 2.024637 10.979360
 15.680000 -1.505543 2.086550 11.566680
 15.700000 -1.673676 2.024270 11.494071
 15.720000 -1.489955 2.065534 11.537781
 15.740000 -1.473196 2.184421 11.499785
 15.760000 -1.530527 2.253964 11.600038
 15.780000 -1.612536 2.304282 11.599624
 15.800000 -1.440207 2.278079 11.404098
 15.820000 -1.359467 2.291721 11.054006
 15.840000 -1.478279 2.378822 11.512065
 15.860000 -1.233616 2.359039 10.201388
 15.880000 -1.381139 2.472082 11.163896
 15.900000 -1.101328 2.401214 8.974207
 15.920000 -1.121859 2.400110 9.182329
 15.940000 -1.118190 2.417617 9.145543
 15.960000 -1.179787 2.435737 9.736904
 15.980000 -1.111978 2.461037 9.082855
 16.000000 -1.132407 2.534745 9.287056
 16.020000 -1.162136 2.519442 10.365727
 16.040000 -1.070660 2.319965 9.442177
 16.060000 -1.254964 2.517239 11.144212
 16.080000 -1.195914 2.409285 10.669778
 16.100000 -1.215102 2.478812 10.832214
 16.120000 -1.227019 2.364240 10.929163
 16.140000 -1.314639 2.206039 11.542169
 16.160000 -1.198526 2.283057 10.692348
 16.180000 -1.276441 2.240651 11.297332
 16.200000 -1.302947 2.216237 11.471061
 16.220000 -1.319571 2.241456 11.571137
 16.240000 -1.561095 2.182586 12.204934
 16.260000 -1.309788 2.069987 11.513086
 16.280000 -1.380628 2.119663 11.878050
 16.300000 -1.418457 2.021100 12.018963
 16.320000 -1.381683 2.101305 11.882499
 16.340000 -1.530969 1.976470 12.210704
 16.360000 -1.461351 1.980490 12.132112
 16.380000 -1.431032 1.837895 12.057268
 16.400000 -1.440789 1.839484 12.084053
 16.420000 -1.550594 1.871132 12.209618
 16.440000 -1.251997 1.791158 11.122217
 16.460000 -1.381057 1.654427 11.879863
 16.480000 -1.271692 1.658127 11.264403
 16.500000 -1.194563 1.523875 10.658056
 16.520000 -1.248467 1.423476 11.095787
 16.540000 -1.028857 1.474416 8.980802
 16.560000 -1.062029 1.179523 9.348631
 16.580000 -1.236085 1.373755 11.000843
 16.600000 -1.295502 1.134054 11.424003
 16.620000 -1.309463 1.060070 11.511113
 16.640000 -1.500899 1.166647 12.192652
 16.660000 -1.491000 0.870271 12.181429
 16.680000 -1.638252 1.067031 12.085613
 16.700000 -1.593839 0.836208 12.172310
 16.720000 -1.486284 0.753608 12.175160
 16.740000 -1.692670 0.820454 11.916295
 16.760000 -1.600783 0.640296 12.161937
 16.780000 -1.468535 0.611891 12.146227
 16.800000 -1.417144 0.647771 12.014718
 16.820000 -1.223455 0.500488 10.900491
 16.840000 -1.131512 0.617322 10.071665
 16.860000 -1.041137 0.321128 9.118418
 16.880000 -1.116454 0.456500 9.921182
 16.900000 -1.122820 0.472140 9.985251
 16.920000 -1.251598 0.377929 11.119247
 16.940000 -1.262024 0.508952 11.195735
 16.960000 -1.419286 0.529632 12.021617
 16.980000 -1.463682 0.569837 12.136845
 17.000000 -1.521394 0.709203 12.207565
 17.020000 -1.501720 0.584166 12.889670
 17.040000 -1.563040 0.694152 12.898407
 17.060000 -1.511523 0.944704 12.898322
 17.080000 -1.164363 0.732041 10.950754
 17.100000 -1.340545 1.085063 12.347406
 17.120000 -1.120251 0.898715 10.493435
 17.140000 -1.357372 1.231780 12.438893
 17.160000 -1.155073 1.125774 10.857464
 17.180000 -1.302624 1.212692 12.112713
 17.200000 -1.272537 1.356596 11.899169
 17.220000 -1.455231 1.432517 12.810619
 17.240000 -1.348202 1.495137 12.390012
 17.260000 -1.413838 1.501441 12.687279
 17.280000 -1.537893 1.511742 12.907805
 17.300000 -1.566429 1.741240 12.895785
 17.320000 -1.597769 1.530490 12.856550
 17.340000 -1.354199 1.631292 12.422244
 17.360000 -1.454766 1.694237 12.809511
 17.380000 -1.309231 1.543731 12.156409
 17.400000 -1.397431 1.783240 12.624560
 17.420000 -1.186605 1.490799 11.167073
 17.440000 -1.225068 1.702639 11.516038
 17.460000 -1.165164 1.687748 10.958715
 17.480000 -1.110572 1.750254 10.388474
 17.500000 -1.011733 1.549746 9.239809
 17.520000 -0.923728 1.658488 8.138019
 17.540000 -1.126921 1.592902 10.564834
 17.560000 -1.105832 1.710915 10.336506
 17.580000 -1.114448 1.594755 10.430685
 17.600000 -1.218654 1.505620 11.460152
 17.620000 -1.307873 1.668173 12.147520
 17.640000 -1.418895 1.489367 12.705026
 17.660000 -1.478437 1.379456 12.857935
 17.680000 -1.465738 1.382432 12.833983
 17.700000 -1.478495 1.216522 12.858032
 17.720000 -1.565252 1.329370 12.896731
 17.740000 -1.480945 1.047633 12.862109
 17.760000 -1.487158 0.972807 12.871666
 17.780000 -1.531457 0.966871 12.907333
 17.800000 -1.383080 0.800788 12.563307
 17.820000 -1.327972 0.846786 12.273930
 17.840000 -1.133763 0.493550 10.637276
 17.860000 -1.177359 0.680467 11.078381
 17.880000 -1.117346 0.517907 10.462097
 17.900000 -1.068416 0.521790 9.914226
 17.920000 -1.176768 0.422782 11.072657
 17.940000 -1.353120 0.576027 12.416519
 17.960000 -1.244609 0.372785 11.680364
 17.980000 -1.308296 0.578693 12.150291
 18.000000 -1.239792 0.291201 11.640692
 18.020000 -1.363817 0.527121 13.168362
 18.040000 -1.370774 0.468146 13.200574
 18.060000 -1.212450 0.352467 12.118790
 18.080000 -1.320150 0.637800 12.932915
 18.100000 -1.310671 0.502784 12.874331
 18.120000 -1.378846 0.751052 13.236096
 18.140000 -1.309924 0.630347 12.869602
 18.160000 -1.299367 0.622075 12.801036
 18.180000 -1.451565 0.804839 13.465126
 18.200000 -1.273594 0.728628 12.620183
 18.220000 -1.404130 0.869065 13.334392
 18.240000 -1.288351 1.083547 12.726041
 18.260000 -1.394706 0.967956 13.300069
 18.280000 -1.505360 1.297233 13.529059
 18.300000 -1.426518 1.258127 13.404825
 18.320000 -1.334305 1.293738 13.015473
 18.340000 -1.211482 1.435957 12.110076
 18.360000 -1.238767 1.573254 12.346646
 18.380000 -0.988068 1.457688 9.592006
 18.400000 -1.165465 1.593234 11.669678
 18.420000 -0.982507 1.522363 9.519913
 18.440000 -1.164772 1.764559 11.662676
 18.460000 -1.127500 1.709410 11.270719
 18.480000 -1.226160 1.939696 12.239700
 18.500000 -1.385176 1.962474 13.262560
 18.520000 -1.484554 1.988532 13.514904
 18.540000 -1.427097 2.056852 13.406440
 18.560000 -1.241526 1.829067 12.369494
 18.580000 -1.407474 2.127855 13.345907
 18.600000 -1.431676 2.104006 13.418838
 18.620000 -1.642498 2.183761 13.301280
 18.640000 -1.450131 2.158695 13.462200
 18.660000 -1.585042 2.256676 13.462425
 18.680000 -1.484084 2.350685 13.514430
 18.700000 -1.709193 2.580106 13.005540
 18.720000 -1.705071 2.559678 13.026970
 18.740000 -1.635051 2.405925 13.327256
 18.760000 -1.621166 2.681003 13.371713
 18.780000 -1.639580 2.598428 13.311631
 18.800000 -1.779568 2.673523 12.581411
 18.820000 -1.517124 2.684485 13.531188
 18.840000 -1.880325 2.692403 11.809688
 18.860000 -1.784215 2.833672 12.549779
 18.880000 -2.254427 2.624646 8.093069
 18.900000 -2.270700 2.759245 7.924011
 18.920000 -2.324239 2.883920 7.372734
 18.940000 -2.529873 2.786688 5.375154
 18.960000 -2.542134 2.727502 5.264056
 18.980000 -2.804554 2.675825 3.165032
 19.000000 -2.703361 2.751278 3.907714
 19.020000 -2.892055 2.604686 3.545986
 19.040000 -2.861024 2.730872 3.757240
 19.060000 -3.085763 2.791010 2.368115
 19.080000 -2.972637 2.916159 3.025821
 19.100000 -2.945277 2.792121 3.197706
 19.120000 -2.827122 2.906202 3.994649
 19.140000 -2.861547 3.004463 3.753628
 19.160000 -2.714077 3.080320 4.833011
 19.180000 -2.810899 2.930721 4.110628
 19.200000 -2.576326 2.884559 5.941597
 19.220000 -2.626776 2.976890 5.525375
 19.240000 -2.583460 2.960524 5.882065
 19.260000 -2.564476 2.803240 6.040973
 19.280000 -2.574202 2.895620 5.959366
 19.300000 -2.575386 2.857478 5.949459
 19.320000 -2.535915 2.844012 6.282886
 19.340000 -2.623335 2.800021 5.553402
 19.360000 -2.589768 2.822940 5.829606
 19.380000 -2.478937 2.663013 6.775221
 19.400000 -2.677774 2.578855 5.116449
 19.420000 -2.591437 2.617577 5.815751
 19.440000 -2.683758 2.593697 5.069281
 19.460000 -2.749479 2.575769 4.563057
 19.480000 -2.749938 2.402582 4.559605
 19.500000 -2.857108 2.462004 3.784312
 19.520000 -3.019819 2.448701 2.741234
 19.540000 -2.796820 2.511894 4.212494
 19.560000 -2.780979 2.462495 4.328433
 19.580000 -2.672268 2.634667 5.160002
 19.600000 -2.527912 2.485920 6.351275
 19.620000 -2.596011 2.527644 5.777857
 19.640000 -2.478296 2.684832 6.780829
 19.660000 -2.341718 2.787077 8.007051
 19.680000 -2.431077 2.802910 7.198054
 19.700000 -2.424837 2.822661 7.253761
 19.720000 -2.409697 2.879464 7.389435
 19.740000 -2.349561 2.986475 7.935152
 19.760000 -2.394342 2.919712 7.527776
 19.780000 -2.267019 2.956387 8.698256
 19.800000 -2.410933 3.014513 7.378337
 19.820000 -2.462898 2.907378 6.916019
 19.840000 -2.513973 2.787213 6.470993
 19.860000 -2.702443 2.784356 4.923131
 19.880000 -2.815830 2.811522 4.075215
 19.900000 -2.901429 2.715648 3.483344
 19.920000 -3.099191 2.626378 2.295736
 19.940000 -2.975716 2.584144 3.006787
 19.960000 -2.871412 2.686123 3.685866
 19.980000 -2.849267 2.676962 3.838799
 20.000000 -2.623363 2.618049 5.553169
 20.020000 -2.718671 2.583241 5.720679
 20.040000 -2.642829 2.750667 6.331761
 20.060000 -2.584224 2.727227 6.810350
 20.080000 -2.525840 2.729947 7.291421
 20.100000 -2.560693 2.740827 7.003768
 20.120000 -2.399246 2.822400 8.345886
 20.140000 -2.549681 2.712782 7.094513
 20.160000 -2.345349 2.719684 8.798386
 20.180000 -2.331635 2.716628 8.913758
 20.200000 -2.359885 2.858663 8.676192
 20.220000 -2.425820 2.700229 8.123456
 20.240000 -2.418875 2.615084 8.181543
 20.260000 -2.368219 2.839297 8.606178
 20.280000 -2.542516 2.800735 7.153622
 20.300000 -2.494826 2.794951 7.548453
 20.320000 -2.801120 2.760599 5.070602
 20.340000 -2.710380 2.871252 5.786946
 20.360000 -2.841772 2.652482 4.757203
 20.380000 -2.792095 2.709582 5.140875
 20.400000 -2.931253 2.625467 4.088844
 20.420000 -2.772996 2.811759 5.290361
 20.440000 -2.939942 2.639958 4.025776
 20.460000 -2.831481 2.550730 4.836028
 20.480000 -2.903353 2.623141 4.293696
 20.500000 -2.927610 2.925028 4.115397
 20.520000 -2.839320 2.810366 4.775947
 20.540000 -2.757283 2.657728 5.414079
 20.560000 -2.667661 2.780430 6.130541
 20.580000 -2.531012 2.870502 7.248651
 20.600000 -2.418253 2.862478 8.186742
 20.620000 -2.393660 2.829676 8.392706
 20.640000 -2.225335 2.850215 9.808714
 20.660000 -2.368064 2.871856 8.607477
 20.680000 -2.392132 2.823653 8.405512
 20.700000 -2.440063 2.771480 8.004453
 20.720000 -2.447778 2.889221 7.940061
 20.740000 -2.552361 2.776663 7.072415
 20.760000 -2.602829 2.600352 6.657905
 20.780000 -2.825184 2.582039 4.884439
 20.800000 -2.826407 2.618568 4.875025
 20.820000 -2.754606 2.531012 5.435225
 20.840000 -2.866355 2.571261 4.570418
 20.860000 -2.912914 2.468783 4.223106
 20.880000 -2.915734 2.611314 4.202359
 20.900000 -2.923122 2.623305 4.148189
 20.920000 -2.730767 2.651589 5.624263
 20.940000 -2.723075 2.776163 5.685533
 20.960000 -2.752920 2.928835 5.448543
 20.980000 -2.675573 2.831786 6.066643
 21.000000 -2.625244 2.854277 6.474861
 21.020000 -2.578474 2.976377 7.753632
 21.040000 -2.531388 3.009948 8.131866
 21.060000 -2.595895 3.001074 7.612725
 21.080000 -2.667720 2.858414 7.026701
 21.100000 -2.542837 2.957855 8.040261
 21.120000 -2.726489 2.945770 6.542540
 21.140000 -2.757569 2.942166 6.285486
 21.160000 -2.731237 2.794956 6.503304
 21.180000 -2.712560 2.923119 6.657582
 21.200000 -2.728026 2.757878 6.529839
 21.220000 -2.546241 2.783050 8.012976
 21.240000 -2.741867 2.837587 6.415407
 21.260000 -2.729151 2.780512 6.520542
 21.280000 -2.734547 2.615154 6.475938
 21.300000 -2.842749 2.597280 5.581422
 21.320000 -2.840668 2.581830 5.598566
 21.340000 -2.765339 2.663990 6.221180
 21.360000 -2.854468 2.576990 5.484981
 21.380000 -2.701991 2.467252 6.744758
 21.400000 -2.771970 2.514893 6.166297
 21.420000 -2.748892 2.609042 6.357289
 21.440000 -2.603814 2.596418 7.548494
 21.460000 -2.592118 2.654394 7.643318
 21.480000 -2.640367 2.662523 7.250752
 21.500000 -2.548384 2.676699 7.995787
 21.520000 -2.575714 2.744724 7.775914
 21.540000 -2.568827 2.841797 7.831440
 21.560000 -2.338855 2.930234 9.638321
 21.580000 -2.553953 2.858354 7.951094
 21.600000 -2.328014 2.965328 9.721368
 21.620000 -2.506135 2.871554 8.333110
 21.640000 -2.375360 2.996309 9.357363
 21.660000 -2.558076 2.859814 7.917965
 21.680000 -2.654364 2.883411 7.136221
 21.700000 -2.971630 2.820928 4.536407
 21.720000 -3.028855 2.735715 4.089559
 21.740000 -3.075545 2.680243 3.735608
 21.760000 -2.995730 2.795098 4.346519
 21.780000 -2.911033 2.774584 5.022719
 21.800000 -2.746349 2.795428 6.378327
 21.820000 -2.671937 2.787429 6.992079
 21.840000 -2.619657 2.799774 7.419698
 21.860000 -2.522435 2.915789 8.203346
 21.880000 -2.723702 2.801826 6.565572
 21.900000 -2.601784 2.773955 7.564971
 21.920000 -2.801653 2.710327 5.920699
 21.940000 -2.788063 2.707411 6.033117
 21.960000 -2.795396 2.612001 5.972450
 21.980000 -2.683258 2.711458 6.899028
 22.000000 -2.695589 2.719308 6.797521
 22.020000 -2.409235 2.713520 9.868930
 22.040000 -2.477988 2.593985 9.375808
 22.060000 -2.402481 2.740212 9.916432
 22.080000 -2.368890 2.771708 10.150428
 22.100000 -2.574406 2.661439 8.651698
 22.120000 -2.515411 2.600277 9.099499
 22.140000 -2.752143 2.585527 7.212209
 22.160000 -2.804379 2.717872 6.767478
 22.180000 -2.920264 2.523802 5.763474
 22.200000 -2.850093 2.521807 6.373154
 22.220000 -2.875366 2.633509 6.153867
 22.240000 -2.684491 2.720113 7.775204
 22.260000 -2.741216 2.597733 7.304236
 22.280000 -2.611811 2.722914 8.359808
 22.300000 -2.732474 2.690100 7.377579
 22.320000 -2.757500 2.759580 7.166948
 22.340000 -2.772728 2.739622 7.037843
 22.360000 -2.820154 2.741749 6.631849
 22.380000 -2.735688 2.941651 7.350639
 22.400000 -2.754929 2.855925 7.188682
 22.420000 -2.637398 2.794888 8.156554
 22.440000 -2.576159 3.039658 8.638162
 22.460000 -2.451233 -3.118500 9.569844
 22.480000 -2.457242 2.996119 9.526505
 22.500000 -2.374769 2.936807 10.109737
 22.520000 -2.589310 2.935654 8.536150
 22.540000 -2.610951 2.899516 8.366589
 22.560000 -2.823171 2.724720 6.605846
 22.580000 -2.883335 2.734617 6.084620
 22.600000 -2.947836 2.652284 5.523988
 22.620000 -2.933130 2.641842 5.651652
 22.640000 -2.901443 2.460729 5.927155
 22.660000 -2.722971 2.628911 7.457004
 22.680000 -2.602945 2.704327 8.429558
 22.700000 -2.610833 2.643784 8.367517
 22.720000 -2.535421 2.517275 8.949309
 22.740000 -2.568402 2.597639 8.697969
 22.760000 -2.476181 2.677415 9.389006
 22.780000 -2.509495 2.574488 9.143578
 22.800000 -2.551628 2.553001 8.826399
 22.820000 -2.722564 2.509691 7.460401
 22.840000 -2.586610 2.675402 8.557154
 22.860000 -2.688289 2.547414 7.744051
 22.880000 -2.532422 2.659465 8.971928
 22.900000 -2.538822 2.767531 8.923616
 22.920000 -2.597918 2.842537 8.468958
 22.940000 -2.523394 2.763797 9.039788
 22.960000 -2.557870 2.820802 8.778750
 22.980000 -2.655605 2.950076 8.010205
 23.000000 -2.642239 2.986141 8.117774
 23.020000 -2.830247 2.827760 7.333229
 23.040000 -2.919349 2.841857 6.507659
 23.060000 -2.884855 2.876946 6.829771
 23.080000 -2.911049 2.984894 6.585374
 23.100000 -2.871471 2.859316 6.954030
 23.120000 -2.775244 2.880619 7.828218
 23.140000 -2.840201 2.829639 7.242221
 23.160000 -2.700988 2.820283 8.470595
 23.180000 -2.710303 2.722100 8.391876
 23.200000 -2.639973 2.861865 8.971792
