#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654   12.844572273   17.819518461
   -3.033261872   14.722670008   16.698737749
   -2.924931091   16.427261475   14.572677346
   -2.816600310   17.856850470   11.690324678
   -2.708269529   18.948231743    8.402706026
   -2.599938748   19.679112078    5.121904211
   -2.491607967   20.074454010    2.268990905
   -2.383277185   20.198746758    0.173212783
   -2.274946404   20.146629050   -0.975388667
   -2.166615623   20.021772917   -1.183852883
   -2.058284842   19.917514641   -0.648116793
   -1.949954061   19.895603404    0.272473778
   -1.841623280   19.974569117    1.138473935
   -1.733292499   20.124521697    1.516448809
   -1.624961717   20.273727180    1.075303978
   -1.516630936   20.322200997   -0.350867562
   -1.408300155   20.163690926   -2.718296581
   -1.299969374   19.707877975   -5.791369268
   -1.191638593   18.899993759   -9.170472500
   -1.083307812   17.727060136  -12.415957876
   -0.974977030   16.235357810  -15.056638725
   -0.866646249   14.505174024  -16.765184358
   -0.758315468   12.650480943  -17.307600254
   -0.649984687   10.799294170  -16.661136088
   -0.541653906    9.076057504  -14.904779046
   -0.433323125    7.598528588  -12.193325354
   -0.324992343    6.455703047   -8.714246501
   -0.216661562    5.721813363   -4.731172570
   -0.108330781    5.437641068   -0.466366533
    0.000000000    5.620220316    3.842644941
    0.108330781    6.259908547    7.943761397
    0.216661562    7.320537275   11.545777819
    0.324992343    8.731142056   14.357365574
    0.433323125   10.387996616   16.087560318
    0.541653906   12.160707136   16.462149390
    0.649984687   13.889493256   15.347304383
    0.758315468   15.414877891   12.698117874
    0.866646249   16.580031060    8.696998069
    0.974977030   17.256237918    3.725764790
    1.083307812   17.365007803   -1.712306532
    1.191638593   16.886787974   -7.031635851
    1.299969374   15.867385730  -11.664777466
    1.408300155   14.404592116  -15.164774961
    1.516630936   12.638405444  -17.259714299
    1.624961717   10.729740897  -17.849574567
    1.733292499    8.831893482  -17.063560141
    1.841623280    7.086083069  -15.110573918
    1.949954061    5.597488859  -12.316542068
    2.058284842    4.445978187   -8.951557424
    2.166615623    3.674520399   -5.290599139
    2.274946404    3.306739277   -1.512383196
    2.383277185    3.348072454    2.248294027
    2.491607967    3.792590315    5.897689464
    2.599938748    4.619734405    9.321801040
    2.708269529    5.798718905   12.399502108
    2.816600310    7.288492201   14.970635600
    2.924931091    9.015183009   16.849666365
    3.033261872   10.903620014   17.849728840
